time,y,x,band,spatial_ref,Corn4_prepped_inputs_mod21a1d_catd
2022-06-08,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-09,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-09,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-09,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-09,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-10,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-10,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-10,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-10,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-11,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-11,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-11,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-11,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-12,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-12,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-12,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-12,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-13,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-13,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-13,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-13,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-14,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-14,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-14,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-14,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-15,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-15,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-15,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-15,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-16,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-16,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-16,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-16,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-17,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-17,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-17,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-17,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-18,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-18,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-18,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-18,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-19,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-19,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-19,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-19,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-20,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-20,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-20,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-20,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-21,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-21,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-21,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-21,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-22,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-22,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-22,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-22,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-23,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-23,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-23,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-23,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-24,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-24,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-24,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-24,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-25,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-25,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-25,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-25,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-26,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-26,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-26,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-26,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-27,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-27,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-27,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-27,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-28,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-28,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-28,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-28,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-29,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-29,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-29,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-29,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-30,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-30,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-30,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-30,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-01,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-01,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-01,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-01,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-02,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-02,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-02,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-02,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-03,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-03,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-03,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-03,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-04,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-04,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-04,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-04,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-05,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-05,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-05,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-05,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-06,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-06,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-06,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-06,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-07,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-07,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-07,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-07,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-08,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-08,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-08,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-08,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-09,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-09,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-09,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-09,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-10,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-10,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-10,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-10,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-11,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-11,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-11,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-11,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-12,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-12,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-12,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-12,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-13,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-13,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-13,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-13,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-14,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-14,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-14,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-14,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-15,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-15,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-15,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-15,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-16,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-16,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-16,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-16,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-17,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-17,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-17,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-17,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-18,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-18,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-18,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-18,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-19,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-19,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-19,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-19,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-20,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-20,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-20,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-20,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-21,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-21,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-21,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-21,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-22,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-22,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-22,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-22,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-23,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-23,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-23,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-23,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-24,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-24,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-24,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-24,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-25,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-25,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-25,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-25,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-26,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-26,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-26,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-26,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-27,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-27,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-27,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-27,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-28,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-28,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-28,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-28,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-29,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-29,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-29,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-29,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-30,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-30,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-30,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-30,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-31,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-31,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-31,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-31,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-01,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-01,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-01,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-01,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-02,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-02,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-02,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-02,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-03,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-03,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-03,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-03,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-04,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-04,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-04,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-04,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-05,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-05,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-05,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-05,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-06,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-06,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-06,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-06,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-07,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-07,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-07,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-07,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-08,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-08,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-08,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-08,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-09,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-09,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-09,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-09,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-10,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-10,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-10,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-10,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-11,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-11,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-11,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-11,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-12,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-12,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-12,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-12,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-13,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-13,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-13,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-13,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-14,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-14,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-14,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-14,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-15,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-15,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-15,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-15,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-16,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-16,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-16,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-16,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-17,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-17,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-17,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-17,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-18,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-18,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-18,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-18,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-19,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-19,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-19,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-19,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-20,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-20,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-20,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-20,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-21,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-21,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-21,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-21,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-22,4219257.765466684,629271.6446770779,1.0,0.0,6.619998779296907
2022-08-22,4219257.765466684,630198.2701101338,1.0,0.0,6.619998779296907
2022-08-22,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-22,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-23,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-23,4219257.765466684,629271.6446770779,1.0,0.0,9.209980468750018
2022-08-23,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-23,4219257.765466684,630198.2701101338,1.0,0.0,9.110004882812518
2022-08-24,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-24,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-24,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-24,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-25,4219257.765466684,630198.2701101338,1.0,0.0,11.029995117187525
2022-08-25,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-25,4219257.765466684,629271.6446770779,1.0,0.0,10.8099938964844
2022-08-25,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-26,4219257.765466684,629271.6446770779,1.0,0.0,10.969984130859416
2022-08-26,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-26,4219257.765466684,630198.2701101338,1.0,0.0,11.369978027343791
2022-08-26,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-27,4219257.765466684,630198.2701101338,1.0,0.0,10.239997558593757
2022-08-27,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-27,4219257.765466684,629271.6446770779,1.0,0.0,9.459998779296882
2022-08-27,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-28,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-28,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-28,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-28,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-29,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-29,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-29,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-29,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-30,4219257.765466684,630198.2701101338,1.0,0.0,10.929996337890657
2022-08-30,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-30,4219257.765466684,629271.6446770779,1.0,0.0,10.250003662109407
2022-08-30,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-31,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-31,4219257.765466684,629271.6446770779,1.0,0.0,4.809996337890652
2022-08-31,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-31,4219257.765466684,630198.2701101338,1.0,0.0,6.809996337890652
2022-09-01,4219257.765466684,629271.6446770779,1.0,0.0,7.439989013671891
2022-09-01,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-01,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-01,4219257.765466684,630198.2701101338,1.0,0.0,8.619981689453141
2022-09-02,4219257.765466684,630198.2701101338,1.0,0.0,7.5599926757812455
2022-09-02,4219257.765466684,629271.6446770779,1.0,0.0,6.9199780273437455
2022-09-02,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-02,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-03,4219257.765466684,630198.2701101338,1.0,0.0,11.07998168945312
2022-09-03,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-03,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-03,4219257.765466684,629271.6446770779,1.0,0.0,9.57998168945312
2022-09-04,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-04,4219257.765466684,630198.2701101338,1.0,0.0,11.969986572265668
2022-09-04,4219257.765466684,629271.6446770779,1.0,0.0,8.349991455078168
2022-09-04,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-05,4219257.765466684,629271.6446770779,1.0,0.0,7.6200000000000045
2022-09-05,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-05,4219257.765466684,630198.2701101338,1.0,0.0,5.2999926757812545
2022-09-05,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-06,4219257.765466684,630198.2701101338,1.0,0.0,10.900007324218791
2022-09-06,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-06,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-06,4219257.765466684,629271.6446770779,1.0,0.0,14.919996337890666
2022-09-07,4219257.765466684,629271.6446770779,1.0,0.0,7.1299975585938
2022-09-07,4219257.765466684,630198.2701101338,1.0,0.0,3.8699877929688
2022-09-07,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-07,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-08,4219257.765466684,629271.6446770779,1.0,0.0,16.41998901367191
2022-09-08,4219257.765466684,630198.2701101338,1.0,0.0,15.479986572265659
2022-09-08,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-08,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-09,4219257.765466684,629271.6446770779,1.0,0.0,1.6100036621094205
2022-09-09,4219257.765466684,630198.2701101338,1.0,0.0,1.6100036621094205
2022-09-09,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-09,4218519.856725971,629271.6446770779,1.0,0.0,NA
